feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,14213,14275,985787,985725,-0.004415459856003927,0.011934598117676462,-0.36997139011024943,0.14788381467099387,0.14788381467099387,False,0.0015624999999999997,0.039528470752104736,0.0412908540990671,-0.10693554183718586,0.03865479945733297,0.03865479945733297,False
2,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,73153,72958,926847,927042,0.0028795553364927232,0.00543451317142064,0.5298644507176669,0.22460371940739757,0.22460371940739757,False,0.0015624999999999997,0.039528470752104736,0.03990029991629567,0.07216876420812779,0.025733569641975252,0.025733569641975252,False
3,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.395626560089501,0.032432425419603825,0.032432425419603825,32484,32377,967516,967623,0.003409901693461407,0.007983520034389492,0.42711757204504414,0.17438326637309728,0.17438326637309728,False,0.0015624999999999997,0.039528470752104736,0.04032662386240011,0.0845570833079519,0.03029829320479164,0.03029829320479164,False
4,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,8640,8809,991360,991191,-0.01954072046853029,0.015207414804859362,-1.2849468972389881,0.701559936996844,0.701559936996844,False,0.0015624999999999997,0.039528470752104736,0.04235286843942279,-0.46137891454694113,0.19075903537441571,0.19075903537441571,False
5,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,42514,42230,957486,957770,0.0069990513595815235,0.00702064438026763,0.9969243534472709,0.49648001214561455,0.49648001214561455,False,0.0015624999999999997,0.039528470752104736,0.04014709762254531,0.1743351767389303,0.06469327363765547,0.06469327363765547,False
6,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,23808,23428,976192,976572,0.016478621531225743,0.00931306827381391,1.7694084319729118,1.1144932506566751,1.1144932506566751,False,0.0015624999999999997,0.039528470752104736,0.04061075277155939,0.4057699108391334,0.16436543457563224,0.16436543457563224,False
7,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.0626488266071754,0.044674518115265745,0.044674518115265745,44565,45048,955435,954952,-0.011285326529282007,0.006836007249593238,-1.6508652078965416,1.0053920883723022,1.0053920883723022,False,0.0015624999999999997,0.039528470752104736,0.04011522148906187,-0.2813228024269828,0.10876212348790593,0.10876212348790593,False
8,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.998754631079612,0.01800821975676432,0.01800821975676432,17948,17759,982052,982241,0.01077839752082896,0.01067985060146508,1.0092273687190307,0.5046421801997739,0.5046421801997739,False,0.0015624999999999997,0.039528470752104736,0.04094580819656163,0.263235676508983,0.10107255980223702,0.10107255980223702,False
9,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,96319,96346,903681,903654,-0.0003101560178805992,0.004793174325554933,-0.06470785262847512,0.023005427632018068,0.023005427632018068,False,0.0015624999999999997,0.039528470752104736,0.039818017531202614,-0.007789338523384583,0.0027075321512439582,0.0027075321512439582,False
10,3,20000,1000000,1000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.437384613096913,0.031147312395135615,0.031147312395135615,31369,31127,968631,968873,0.007994216244357092,0.008128255818198732,0.9835094297178083,0.48764014325384175,0.48764014325384175,False,0.0015624999999999997,0.039528470752104736,0.04035552679182966,0.19809470671996265,0.07418738318904335,0.07418738318904335,False
