feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,2255,225302,156234,15623598,0.0011074250594654172,0.02131346503388777,0.05195894040244721,0.01838005892291896,0.01838005892291896,False,0.0015624999999999997,0.039528470752104736,0.0449083933329924,0.02465964549775679,0.008629282462312695,0.008629282462312695,False
1,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-1.6352075494441487,0.16311822744556662,0.16311822744556662,25815,2585924,132674,13262976,-0.0020303259614787043,0.006836356353839029,-0.29698948626903465,0.11550226883252039,0.11550226883252039,False,0.0015624999999999997,0.039528470752104736,0.04011528098115075,-0.05061228319534165,0.01789415842725823,0.01789415842725823,False
2,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,11602,1148549,146887,14700351,0.010925167623068664,0.009692004008229105,1.1272351532038707,0.5856232621586086,0.5856232621586086,False,0.0015624999999999997,0.039528470752104736,0.04069932360243261,0.26843609809809377,0.10327340487046273,0.10327340487046273,False
3,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.395626560089501,0.032432425419603825,0.032432425419603825,5161,514516,153328,15334384,0.0032698704149149126,0.014222266314710177,0.22991205076316604,0.08716169761194302,0.08716169761194302,False,0.0015624999999999997,0.039528470752104736,0.04200919969633484,0.07783700804945821,0.027816743478653084,0.027816743478653084,False
4,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,1362,137228,157127,15711672,-0.007224563358725319,0.027343371690705057,-0.26421625834758317,0.1014869266840344,0.1014869266840344,False,0.0015624999999999997,0.039528470752104736,0.04806412357898613,-0.15031093507515725,0.05526111735160521,0.05526111735160521,False
5,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,6785,670438,151704,15178462,0.012554218129742582,0.012470857274450468,1.0066844526769543,0.5029508187508931,0.5029508187508931,False,0.0015624999999999997,0.039528470752104736,0.04144903233080012,0.3028832622568547,0.11805709596119142,0.11805709596119142,False
6,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,3824,373527,154665,15475373,0.024176622610630104,0.016452338791754024,1.4694945756130138,0.8486341585713109,0.8486341585713109,False,0.0015624999999999997,0.039528470752104736,0.042815644941056934,0.5646679535929767,0.24237653082983093,0.24237653082983093,False
8,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.998754631079612,0.01800821975676432,0.01800821975676432,2831,285526,155658,15563374,-0.008517098530000851,0.019056772372329812,-0.44693289942254694,0.18380942001290843,0.18380942001290843,False,0.0015624999999999997,0.039528470752104736,0.04388234922210515,-0.19408939313828888,0.07257528334796905,0.07257528334796905,False
9,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,15177,1532265,143312,14316635,-0.01053866896108209,0.008578300496537282,-1.2285264389299642,0.6590615653225927,0.6590615653225927,False,0.0015624999999999997,0.039528470752104736,0.0404485752457227,-0.2605448744995417,0.09993698102356402,0.09993698102356402,False
10,3,20000,158489,15848900,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.437384613096913,0.031147312395135615,0.031147312395135615,5024,493783,153465,15355117,0.017957083502467015,0.014409413763931964,1.24620500158134,0.672254678010234,0.672254678010234,False,0.0015624999999999997,0.039528470752104736,0.042072927221910666,0.4268085129364461,0.17423722000070574,0.17423722000070574,False
