feature_id,seed,m,n_case,n_ctrl,prev0_mean,prev_sd,beta_mean,beta_sd,null_frac,eps,n_val,var_extra_scale,xlim,is_null,beta_true,logit_prev0,prev0,prev1,a_raw,b_raw,c_raw,d_raw,log_or_naive,se_naive,z_naive,p_naive,y_naive,sig_naive,var_extra,se_floor,se_lambda,z_lambda,p_lambda,y_lambda,sig_lambda
0,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.239761324748489,0.014206303509013104,0.014206303509013104,14213,142284,985787,9857716,-0.0010673428079163898,0.008860004571557023,-0.12046752338512835,0.04377737985381198,0.04377737985381198,False,0.0015624999999999997,0.039528470752104736,0.04050925426378534,-0.026348122850303322,0.009226326118485792,0.009226326118485792,False
1,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-1.6352075494441487,0.16311822744556662,0.16311822744556662,163024,1632722,836976,8367278,-0.0018156819943058713,0.0028391567648059913,-0.6395145265710408,0.2819234579645706,0.2819234579645706,False,0.0015624999999999997,0.039528470752104736,0.03963030167857852,-0.04581549767225989,0.01616752542434132,0.01616752542434132,False
2,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.007736577753963789,-2.547431182868297,0.0725992504445296,0.07312186888128279,73153,727131,926847,9272869,0.006511746427019036,0.0040288857780333065,1.6162648399026427,0.9745423006796429,0.9745423006796429,False,0.0015624999999999997,0.039528470752104736,0.0397332596273253,0.163886539591652,0.06057037919952381,0.06057037919952381,False
3,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.395626560089501,0.032432425419603825,0.032432425419603825,32484,324149,967516,9675851,0.0022142687098657523,0.005916572722781091,0.3742485411089366,0.14983217297876378,0.14983217297876378,False,0.0015624999999999997,0.039528470752104736,0.03996881075018316,0.05539991479120017,0.019623948271084806,0.019623948271084806,False
4,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.738938927013372,0.008672060922847363,0.008672060922847363,8640,87157,991360,9912843,-0.00874809885873267,0.01132771464608845,-0.7722739433371459,0.3565945114578008,0.3565945114578008,False,0.0015624999999999997,0.039528470752104736,0.04111954667920363,-0.2127479402188316,0.0801254350425785,0.0801254350425785,False
5,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.1194103308618057,0.04231366068328695,0.04231366068328695,42514,422859,957486,9577141,0.005628044297422472,0.005199524491802642,1.0824151912920916,0.5542898338739427,0.5542898338739427,False,0.0015624999999999997,0.039528470752104736,0.039868973587751856,0.1411635111457061,0.05171383382556782,0.05171383382556782,False
6,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.7230458955681303,0.023590317661461743,0.023590317661461743,23808,235384,976192,9764616,0.011683081540003573,0.00688309326316437,1.6973591804322727,1.0475525396788645,1.0475525396788645,False,0.0015624999999999997,0.039528470752104736,0.04012327221039454,0.29117967943244905,0.11299412198693264,0.11299412198693264,False
7,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.0626488266071754,0.044674518115265745,0.044674518115265745,44565,447928,955435,9552072,-0.0053274362169912414,0.005081605425968885,-1.0483765996009982,0.5309661255192641,0.5309661255192641,False,0.0015624999999999997,0.039528470752104736,0.03985376661879321,-0.13367459763462022,0.04882773253940517,0.04882773253940517,False
8,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.998754631079612,0.01800821975676432,0.01800821975676432,17948,179288,982052,9820712,0.001114491221824127,0.007900168728423135,0.14107182518955874,0.05167840155400713,0.05167840155400713,False,0.0015624999999999997,0.039528470752104736,0.04031020548121225,0.027647867544202127,0.009686456054470988,0.009686456054470988,False
9,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.2345369372859545,0.0966916483854227,0.0966916483854227,96319,965821,903681,9034179,-0.00301483391577998,0.0035545431503215853,-0.8481635440287799,0.40192453756120666,0.40192453756120666,False,0.0015624999999999997,0.039528470752104736,0.03968796766033123,-0.07596342401763634,0.027127162518088187,0.027127162518088187,False
10,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.437384613096913,0.031147312395135615,0.031147312395135615,31369,311406,968631,9688594,0.007557347943891875,0.006018715262081966,1.255641381060727,0.6793427917009012,0.6793427917009012,False,0.0015624999999999997,0.039528470752104736,0.03998405849092883,0.18900902582478984,0.07053726756987339,0.07053726756987339,False
11,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.546534318660695,0.028016796499415172,0.028016796499415172,28116,280445,971884,9719555,0.0026353781560454173,0.006345382092185387,0.4153222166543761,0.16883049686956952,0.16883049686956952,False,0.0015624999999999997,0.039528470752104736,0.04003453351665068,0.06582762241876361,0.023413876514629263,0.023413876514629263,False
13,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.360070804608364,0.012616278628237018,0.012616278628237018,12717,126567,987283,9873433,0.004848947063598013,0.009361991838284836,0.5179396807171714,0.21860343955240855,0.21860343955240855,False,0.0015624999999999997,0.039528470752104736,0.04062200008837713,0.11936751152204852,0.043359003364146415,0.043359003364146415,False
15,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.07712056778415272,-2.268357877243254,0.09377767238597205,0.10054014609511892,100245,936774,899755,9063226,0.07503698752764226,0.0035021067821835133,21.426242029335775,101.11873770035729,101.11873770035729,True,0.0015624999999999997,0.039528470752104736,0.0396833057079903,1.8908955841482087,1.2318187471990607,1.2318187471990607,False
18,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.2944218533797125,0.01346079269516963,0.01346079269516963,13561,134636,986439,9865364,0.007339712493333534,0.00907086951949425,0.8091520308565482,0.3783795696799282,0.3783795696799282,False,0.0015624999999999997,0.039528470752104736,0.04055589567300529,0.18097769440261613,0.06733090549655849,0.06733090549655849,False
19,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.737031867164516,0.02327030486346609,0.02327030486346609,23009,233471,976991,9766529,-0.014914329889356152,0.0069906672628137646,-2.1334629912500067,1.4829788520132587,1.4829788520132587,False,0.0015624999999999997,0.039528470752104736,0.04014186628420975,-0.3715405204073152,0.1485979411165887,0.1485979411165887,False
20,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-6.556007506029555,0.0014195319895624514,0.0014195319895624514,1391,14123,998609,9985877,-0.014894462248010543,0.028116800192008927,-0.5297353235893356,0.2245385021744838,0.2245385021744838,False,0.0015624999999999997,0.039528470752104736,0.04850829262133798,-0.3070498144364438,0.11986955513731268,0.11986955513731268,False
21,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.15084940358098142,-4.229219342775298,0.01435469711488455,0.01665302848230235,16665,143343,983335,9856657,0.15304889670149915,0.008252202786878904,18.546429438797677,76.05972002249099,76.05972002249099,True,0.0015624999999999997,0.039528470752104736,0.040380674224630916,3.790152087360251,3.8223046044035973,3.8223046044035973,True
22,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-3.073415055476418,0.04421727528774924,0.04421727528774924,43958,442904,956042,9557096,-0.007871285764507524,0.005114407578918642,-1.5390415493971599,0.9072998669573411,0.9072998669573411,False,0.0015624999999999997,0.039528470752104736,0.03985796237746356,-0.1974833959138387,0.07394103139458996,0.07394103139458996,False
24,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.02792873645697539,-2.531181377375514,0.07370095437544205,0.07563047214648994,75819,736200,924181,9263800,0.031814199075661485,0.003967055626955313,8.019599941954597,14.974325057230248,14.974325057230248,True,0.0015624999999999997,0.039528470752104736,0.03972703777463602,0.8008198158679091,0.3734174341976549,0.3734174341976549,False
25,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.443238170715533,0.0799344369815687,0.0799344369815687,80719,800254,919281,9199746,0.009389201347391981,0.003851582453863513,2.4377516150468743,1.8303571555047786,1.8303571555047786,False,0.0015624999999999997,0.039528470752104736,0.039715673069946944,0.23641048033746753,0.08984847341880783,0.08984847341880783,False
26,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-4.0830361704963485,0.016576787746817045,0.016576787746817045,16488,165954,983512,9834046,-0.006575057191324843,0.00823362193150925,-0.798561950745243,0.3720768242594796,0.3720768242594796,False,0.0015624999999999997,0.039528470752104736,0.04037688113402309,-0.16284212664916436,0.06016001773046428,0.06016001773046428,False
27,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-2.860069746772707,0.054163127279025065,0.054163127279025065,54100,542736,945900,9457264,-0.003379435656146802,0.004635683846939901,-0.7290047742098782,0.3316152556281494,0.3316152556281494,False,0.0015624999999999997,0.039528470752104736,0.039799366386021516,-0.0849117954132491,0.0304296356938519,0.0304296356938519,False
30,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-5.231314771595654,0.00531805831243242,0.00531805831243242,5336,52767,994664,9947233,0.01131879340155038,0.01440297508890446,0.7858649571830459,0.3645699337518711,0.3645699337518711,False,0.0015624999999999997,0.039528470752104736,0.04207072249690516,0.2690420494295771,0.10353037430594955,0.10353037430594955,False
33,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,False,0.06943006538994957,-3.463290071202023,0.030374983092827594,0.03248790669994827,32800,303638,967200,9696362,0.07970618800536249,0.0059091262789990485,13.488658769848456,40.7390029726673,40.7390029726673,True,0.0015624999999999997,0.039528470752104736,0.039967709133513725,1.9942646134433373,1.3360810941992523,1.3360810941992523,False
35,3,20000,1000000,10000000,-3.5,1.0,0.06,0.03,0.8,0.8,1000,1.0,0.35,True,0.0,-5.269410289796213,0.005120292381526855,0.005120292381526855,5197,51083,994803,9948917,0.017389992010502522,0.014597319002734154,1.1913141041341417,0.6316567645735705,0.6316567645735705,False,0.0015624999999999997,0.039528470752104736,0.042137652071129725,0.4126948502291407,0.1675995477862946,0.1675995477862946,False
